timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2024-09-28T00:00:00.000Z";"2024-09-28T23:59:59.999Z";"2024-09-28T03:08:00.000Z";"2024-09-28T13:16:00.000Z";"2781";65792.1819476094;66255.5318744588;65458.034501538;65887.6487821282;15243637983.9;1301977287120.42;"2024-09-28T23:59:59.999Z"
"2024-09-27T00:00:00.000Z";"2024-09-27T23:59:59.999Z";"2024-09-27T14:39:00.000Z";"2024-09-27T03:07:00.000Z";"2781";65180.6651400747;66480.6947101072;64852.9910891431;65790.6616497344;32058813449.4;1300039501550.01;"2024-09-27T23:59:59.999Z"
"2024-09-26T00:00:00.000Z";"2024-09-26T23:59:59.999Z";"2024-09-26T17:08:00.000Z";"2024-09-26T01:39:00.000Z";"2781";63138.5484837603;65790.7954495908;62669.2684494504;65181.0206972443;36873129847.33;1287929596336.16;"2024-09-26T23:59:59.999Z"
"2024-09-25T00:00:00.000Z";"2024-09-25T23:59:59.999Z";"2024-09-25T01:41:00.000Z";"2024-09-25T23:44:00.000Z";"2781";64302.5912192468;64804.5031378147;62945.3765459511;63143.1459738721;25078377699.65;1247551422563.2;"2024-09-25T23:59:59.999Z"
"2024-09-24T00:00:00.000Z";"2024-09-24T23:59:59.999Z";"2024-09-24T22:58:00.000Z";"2024-09-24T02:15:00.000Z";"2781";63326.8412511456;64695.2154668874;62737.4179011372;64301.9672659429;29938335243.03;1270523906052.13;"2024-09-24T23:59:59.999Z"
"2024-09-23T00:00:00.000Z";"2024-09-23T23:59:59.999Z";"2024-09-23T03:28:00.000Z";"2024-09-23T00:17:00.000Z";"2781";63643.1020803622;64733.5576683482;62628.0786641199;63329.802386615;31400285425.2;1251214895782.2;"2024-09-23T23:59:59.999Z"
"2024-09-22T00:00:00.000Z";"2024-09-22T23:59:59.999Z";"2024-09-22T22:59:00.000Z";"2024-09-22T22:06:00.000Z";"2781";63396.8035525073;63993.4231033969;62440.726268076;63648.7098902519;20183348802.13;1257434508161.25;"2024-09-22T23:59:59.999Z"
"2024-09-21T00:00:00.000Z";"2024-09-21T23:59:59.999Z";"2024-09-21T23:51:00.000Z";"2024-09-21T05:08:00.000Z";"2781";63184.3412676027;63543.3601232398;62783.1053795212;63394.838742556;14408616220.03;1252541488640.3;"2024-09-21T23:59:59.999Z"
"2024-09-20T00:00:00.000Z";"2024-09-20T23:59:59.999Z";"2024-09-20T04:10:00.000Z";"2024-09-20T18:12:00.000Z";"2781";62941.4275952191;64119.530359621;62364.6065332085;63192.975082876;35177164222.14;1248317992550.81;"2024-09-20T23:59:59.999Z"
"2024-09-19T00:00:00.000Z";"2024-09-19T23:59:59.999Z";"2024-09-19T17:47:00.000Z";"2024-09-19T01:36:00.000Z";"2781";61651.1553381713;63872.4407220416;61609.8670214546;62940.456765714;42710252572.5;1243489914823.71;"2024-09-19T23:59:59.999Z"
"2024-09-18T00:00:00.000Z";"2024-09-18T23:59:59.999Z";"2024-09-18T23:58:00.000Z";"2024-09-18T16:06:00.000Z";"2781";60309.0018795135;61664.0673338615;59218.2524421004;61649.6787266514;40990702890.6;1217976155884.66;"2024-09-18T23:59:59.999Z"
"2024-09-17T00:00:00.000Z";"2024-09-17T23:59:59.999Z";"2024-09-17T15:22:00.000Z";"2024-09-17T01:01:00.000Z";"2781";58192.5093438557;61316.0913839546;57628.0717661941;60308.5375947655;38075570117.66;1191434667557.74;"2024-09-17T23:59:59.999Z"
"2024-09-16T00:00:00.000Z";"2024-09-16T23:59:59.999Z";"2024-09-16T00:05:00.000Z";"2024-09-16T17:13:00.000Z";"2781";59185.22685956;59205.5103578251;57501.3391727673;58192.5068714421;32032822113.39;1149595000633.19;"2024-09-16T23:59:59.999Z"
"2024-09-15T00:00:00.000Z";"2024-09-15T23:59:59.999Z";"2024-09-15T15:46:00.000Z";"2024-09-15T23:12:00.000Z";"2781";60000.7283175086;60381.9166672998;58696.3094180022;59182.8353338828;18120960866.97;1169182849928.94;"2024-09-15T23:59:59.999Z"
"2024-09-14T00:00:00.000Z";"2024-09-14T23:59:59.999Z";"2024-09-14T00:19:00.000Z";"2024-09-14T18:10:00.000Z";"2781";60569.1162343064;60656.7211280316;59517.8819333016;60005.1191557571;16428405496.29;1185265247315.9;"2024-09-14T23:59:59.999Z"
"2024-09-13T00:00:00.000Z";"2024-09-13T23:59:59.999Z";"2024-09-13T22:59:00.000Z";"2024-09-13T12:25:00.000Z";"2781";58130.3224813667;60648.0242696995;57650.111670673;60571.2991585945;32490528355.5;1196466210707.58;"2024-09-13T23:59:59.999Z"
"2024-09-12T00:00:00.000Z";"2024-09-12T23:59:59.999Z";"2024-09-12T14:35:00.000Z";"2024-09-12T00:00:00.000Z";"2781";57343.1725885899;58534.3583794247;57330.1007544746;58127.010836944;33835707948.72;1148268024284.08;"2024-09-12T23:59:59.999Z"
"2024-09-11T00:00:00.000Z";"2024-09-11T23:59:59.999Z";"2024-09-11T18:27:00.000Z";"2024-09-11T14:48:00.000Z";"2781";57650.2890706235;57991.3205126863;55567.3412852397;57343.1705364168;37049062671.53;1132692864304.88;"2024-09-11T23:59:59.999Z"
"2024-09-10T00:00:00.000Z";"2024-09-10T23:59:59.999Z";"2024-09-10T19:58:00.000Z";"2024-09-10T04:38:00.000Z";"2781";57020.0984145732;58029.9774360464;56419.4128526596;57648.7124094767;28857630506.88;1138738372572.7;"2024-09-10T23:59:59.999Z"
"2024-09-09T00:00:00.000Z";"2024-09-09T23:59:59.999Z";"2024-09-09T21:16:00.000Z";"2024-09-09T05:55:00.000Z";"2781";54851.8873519906;58041.1248561564;54598.4337284331;57019.5347575706;34618096173.33;1126266856954.79;"2024-09-09T23:59:59.999Z"
"2024-09-08T00:00:00.000Z";"2024-09-08T23:59:59.999Z";"2024-09-08T22:29:00.000Z";"2024-09-08T16:03:00.000Z";"2781";54147.9325654123;55300.8596875448;53653.7592211144;54841.5663542288;18268287531.02;1083415774482.94;"2024-09-08T23:59:59.999Z"
"2024-09-07T00:00:00.000Z";"2024-09-07T23:59:59.999Z";"2024-09-07T16:09:00.000Z";"2024-09-07T01:54:00.000Z";"2781";53949.0871537406;54838.1456716952;53740.0685364941;54139.6894492297;19061486526.14;1069483234366.22;"2024-09-07T23:59:59.999Z"
"2024-09-06T00:00:00.000Z";"2024-09-06T23:59:59.999Z";"2024-09-06T13:24:00.000Z";"2024-09-06T21:01:00.000Z";"2781";56160.189464975;56976.108907217;52598.6996623841;53948.7522426374;49361693566.14;1065529160549.42;"2024-09-06T23:59:59.999Z"
"2024-09-05T00:00:00.000Z";"2024-09-05T23:59:59.999Z";"2024-09-05T00:30:00.000Z";"2024-09-05T21:36:00.000Z";"2781";57971.7033213181;58300.5810225774;55712.4540885557;56160.4872644568;31030280656.27;1109173176845.09;"2024-09-05T23:59:59.999Z"
"2024-09-04T00:00:00.000Z";"2024-09-04T23:59:59.999Z";"2024-09-04T16:39:00.000Z";"2024-09-04T01:06:00.000Z";"2781";57430.3485733917;58511.5693214577;55673.162833355;57971.5408166853;35627680311.93;1144922067905.65;"2024-09-04T23:59:59.999Z"
"2024-09-03T00:00:00.000Z";"2024-09-03T23:59:59.999Z";"2024-09-03T02:16:00.000Z";"2024-09-03T23:59:00.000Z";"2781";59106.1912871102;59815.056946191;57425.1673117413;57431.0229886572;26666961052.67;1134203956918.77;"2024-09-03T23:59:59.999Z"
"2024-09-02T00:00:00.000Z";"2024-09-02T23:59:59.999Z";"2024-09-02T23:02:00.000Z";"2024-09-02T00:53:00.000Z";"2781";57326.967287785;59403.0697934676;57136.0264168139;59112.4795055389;27036454524.41;1167274281774.19;"2024-09-02T23:59:59.999Z"
"2024-09-01T00:00:00.000Z";"2024-09-01T23:59:59.999Z";"2024-09-01T00:17:00.000Z";"2024-09-01T23:19:00.000Z";"2781";58969.7994536059;59062.0708116667;57217.8238628753;57325.4876891906;24592449996.84;1132107052433.14;"2024-09-01T23:59:59.999Z"
"2024-08-31T00:00:00.000Z";"2024-08-31T23:59:59.999Z";"2024-08-31T00:34:00.000Z";"2024-08-31T17:52:00.000Z";"2781";59117.4795058185;59432.5919476527;58768.7839637053;58969.8983660431;12403470760.22;1164522862133.13;"2024-08-31T23:59:59.999Z"
"2024-08-30T00:00:00.000Z";"2024-08-30T23:59:59.999Z";"2024-08-30T12:31:00.000Z";"2024-08-30T16:28:00.000Z";"2781";59388.6018804972;59896.8875637952;57768.5300577066;59119.4747770124;32292756404.79;1167450891056.22;"2024-08-30T23:59:59.999Z"
"2024-08-29T00:00:00.000Z";"2024-08-29T23:59:59.999Z";"2024-08-29T15:35:00.000Z";"2024-08-29T22:10:00.000Z";"2781";59027.4683440286;61184.0806151523;58786.2269878956;59388.1808524122;32224990582.03;1172740960639.8;"2024-08-29T23:59:59.999Z"
"2024-08-28T00:00:00.000Z";"2024-08-28T23:59:59.999Z";"2024-08-28T10:00:00.000Z";"2024-08-28T16:24:00.000Z";"2781";59507.9246387341;60236.4480067382;57890.6769051017;59027.6265870301;40289564698.25;1165584605051.06;"2024-08-28T23:59:59.999Z"
"2024-08-27T00:00:00.000Z";"2024-08-27T23:59:59.999Z";"2024-08-27T01:36:00.000Z";"2024-08-27T22:16:00.000Z";"2781";62879.7084021583;63210.7951030461;58116.751326202;59504.1326827134;39103882197.72;1175040861567.76;"2024-08-27T23:59:59.999Z"
"2024-08-26T00:00:00.000Z";"2024-08-26T23:59:59.999Z";"2024-08-26T00:08:00.000Z";"2024-08-26T23:56:00.000Z";"2781";64342.2254421225;64489.7063803201;62849.5598236226;62880.6586542698;27682040631.48;1241593608804.03;"2024-08-26T23:59:59.999Z"
"2024-08-25T00:00:00.000Z";"2024-08-25T23:59:59.999Z";"2024-08-25T23:29:00.000Z";"2024-08-25T10:10:00.000Z";"2781";64176.3670669592;64996.4201037902;63833.5188951835;64333.5441834656;18827683555.12;1270273035259.48;"2024-08-25T23:59:59.999Z"
"2024-08-24T00:00:00.000Z";"2024-08-24T23:59:59.999Z";"2024-08-24T09:01:00.000Z";"2024-08-24T22:00:00.000Z";"2781";64103.8695897208;64513.7904970015;63619.9172143709;64178.9906500623;21430585163.21;1267143884943.4;"2024-08-24T23:59:59.999Z"
"2024-08-23T00:00:00.000Z";"2024-08-23T23:59:59.999Z";"2024-08-23T22:35:00.000Z";"2024-08-23T00:02:00.000Z";"2781";60380.9528602663;64947.0617611003;60372.0499574361;64094.3572066269;42530509233.24;1265681609173.33;"2024-08-23T23:59:59.999Z"
"2024-08-22T00:00:00.000Z";"2024-08-22T23:59:59.999Z";"2024-08-22T12:04:00.000Z";"2024-08-22T02:53:00.000Z";"2781";61168.315762736;61408.1075728165;59815.2549824794;60381.9124606776;27625734376.65;1192142090606.28;"2024-08-22T23:59:59.999Z"
"2024-08-21T00:00:00.000Z";"2024-08-21T23:59:59.999Z";"2024-08-21T20:06:00.000Z";"2024-08-21T01:23:00.000Z";"2781";59014.9876262709;61834.3507771778;58823.4436141467;61175.192009918;32731154072.02;1207652524160.56;"2024-08-21T23:59:59.999Z"
"2024-08-20T00:00:00.000Z";"2024-08-20T23:59:59.999Z";"2024-08-20T05:25:00.000Z";"2024-08-20T16:11:00.000Z";"2781";59493.4519675227;61396.3281000012;58610.8833682436;59012.7911526577;31613400007.92;1165118855138.42;"2024-08-20T23:59:59.999Z"
"2024-08-19T00:00:00.000Z";"2024-08-19T23:59:59.999Z";"2024-08-19T23:55:00.000Z";"2024-08-19T10:06:00.000Z";"2781";58480.7127277463;59612.6612546717;57864.7095096926;59493.4524821881;25911207712.1;1174536992004.58;"2024-08-19T23:59:59.999Z"
"2024-08-18T00:00:00.000Z";"2024-08-18T23:59:59.999Z";"2024-08-18T12:47:00.000Z";"2024-08-18T23:56:00.000Z";"2781";59468.1314945541;60262.7170016644;58445.4017198721;58483.9649819015;17740625837.21;1154518920582.08;"2024-08-18T23:59:59.999Z"
"2024-08-17T00:00:00.000Z";"2024-08-17T23:59:59.999Z";"2024-08-17T16:53:00.000Z";"2024-08-17T00:20:00.000Z";"2781";58893.530843348;59694.6689280267;58814.8313263298;59478.9710471953;13589684021.38;1173983398000.89;"2024-08-17T23:59:59.999Z"
"2024-08-16T00:00:00.000Z";"2024-08-16T23:59:59.999Z";"2024-08-16T19:33:00.000Z";"2024-08-16T01:23:00.000Z";"2781";57560.2733013763;59847.3583466111;57110.0193186318;58894.1041602173;29350938673.14;1162612186428.42;"2024-08-16T23:59:59.999Z"
"2024-08-15T00:00:00.000Z";"2024-08-15T23:59:59.999Z";"2024-08-15T16:32:00.000Z";"2024-08-15T20:57:00.000Z";"2781";58733.2629876225;59838.6486731405;56161.5928697264;57560.0976318307;35682112440.15;1136267308779.81;"2024-08-15T23:59:59.999Z"
"2024-08-14T00:00:00.000Z";"2024-08-14T23:59:59.999Z";"2024-08-14T12:31:00.000Z";"2024-08-14T22:05:00.000Z";"2781";60611.0500484466;61687.756592205;58472.8741300951;58737.2706270019;29961696179.78;1159393319243.89;"2024-08-14T23:59:59.999Z"
"2024-08-13T00:00:00.000Z";"2024-08-13T23:59:59.999Z";"2024-08-13T17:45:00.000Z";"2024-08-13T10:25:00.000Z";"2781";59356.2077843983;61572.3969722555;58506.2533734494;60609.5669845367;30327698167.09;1196435943982.72;"2024-08-13T23:59:59.999Z"
"2024-08-12T00:00:00.000Z";"2024-08-12T23:59:59.999Z";"2024-08-12T14:41:00.000Z";"2024-08-12T07:22:00.000Z";"2781";58719.3952192515;60680.3308127436;57688.8977269543;59354.5137212797;37078637820.19;1171638477214.27;"2024-08-12T23:59:59.999Z"
"2024-08-11T00:00:00.000Z";"2024-08-11T23:59:59.999Z";"2024-08-11T09:21:00.000Z";"2024-08-11T20:39:00.000Z";"2781";60944.8925563279;61778.6603733988;58348.8233421261;58719.483169327;22759754812.06;1159042118919.04;"2024-08-11T23:59:59.999Z"
"2024-08-10T00:00:00.000Z";"2024-08-10T23:59:59.999Z";"2024-08-10T00:24:00.000Z";"2024-08-10T04:16:00.000Z";"2781";60881.2294781478;61464.5116528916;60287.5665321098;60945.8131361053;15745822278.31;1202940345184.08;"2024-08-10T23:59:59.999Z"
